image_path,label,labels_encoded,split
Healthy/Healthy120.jpg,Healthy,4,train
Macular Scar/Macular Scar165.jpg,Macular Scar,5,train
Myopia/Myopia483.jpg,Myopia,6,train
Retinitis Pigmentosa/Retinitis Pigmentosa122.jpg,Retinitis Pigmentosa,8,train
Diabetic Retinopathy/DR130.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1057.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR541.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1080.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1008.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1500.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar379.jpg,Macular Scar,5,train
Macular Scar/Macular Scar381.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR1416.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma110.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR126.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma41.jpg,Glaucoma,3,train
Healthy/Healthy46.jpg,Healthy,4,train
Diabetic Retinopathy/DR134.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy18.jpg,Healthy,4,train
Healthy/Healthy833.jpg,Healthy,4,train
Healthy/Healthy946.jpg,Healthy,4,train
Glaucoma/Glaucoma478.jpg,Glaucoma,3,train
Healthy/Healthy663.jpg,Healthy,4,train
Myopia/Myopia306.jpg,Myopia,6,train
Diabetic Retinopathy/DR362.jpg,Diabetic Retinopathy,1,train
Retinal Detachment/Retinal Detachment24.jpg,Retinal Detachment,7,train
Macular Scar/Macular Scar309.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR218.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR870.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR194.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia99.jpg,Myopia,6,train
Diabetic Retinopathy/DR474.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma628.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1444.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy72.jpg,Healthy,4,train
Healthy/Healthy790.jpg,Healthy,4,train
Healthy/Healthy139.jpg,Healthy,4,train
Diabetic Retinopathy/DR1428.jpg,Diabetic Retinopathy,1,train
Retinitis Pigmentosa/Retinitis Pigmentosa95.jpg,Retinitis Pigmentosa,8,train
Glaucoma/Glaucoma714.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1048.jpg,Glaucoma,3,train
Glaucoma/Glaucoma270.jpg,Glaucoma,3,train
Healthy/Healthy562.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment19.jpg,Retinal Detachment,7,train
Macular Scar/Macular Scar242.jpg,Macular Scar,5,train
Retinal Detachment/Retinal Detachment28.jpg,Retinal Detachment,7,train
Macular Scar/Macular Scar107.jpg,Macular Scar,5,train
Glaucoma/Glaucoma971.jpg,Glaucoma,3,train
Macular Scar/Macular Scar263.jpg,Macular Scar,5,train
Glaucoma/Glaucoma194.jpg,Glaucoma,3,train
Retinitis Pigmentosa/Retinitis Pigmentosa137.jpg,Retinitis Pigmentosa,8,train
Healthy/Healthy69.jpg,Healthy,4,train
Glaucoma/Glaucoma324.jpg,Glaucoma,3,train
Healthy/Healthy789.jpg,Healthy,4,train
Macular Scar/Macular Scar148.jpg,Macular Scar,5,train
Healthy/Healthy357.jpg,Healthy,4,train
Diabetic Retinopathy/DR793.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia182.jpg,Myopia,6,train
Glaucoma/Glaucoma1329.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR696.jpg,Diabetic Retinopathy,1,train
Retinal Detachment/Retinal Detachment99.jpg,Retinal Detachment,7,train
Glaucoma/Glaucoma48.jpg,Glaucoma,3,train
Healthy/Healthy736.jpg,Healthy,4,train
Glaucoma/Glaucoma210.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR811.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy555.jpg,Healthy,4,train
Glaucoma/Glaucoma435.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1273.jpg,Glaucoma,3,train
Macular Scar/Macular Scar127.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1302.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1055.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma231.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1132.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1071.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma149.jpg,Glaucoma,3,train
Glaucoma/Glaucoma856.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR753.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy247.jpg,Healthy,4,train
Diabetic Retinopathy/DR651.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR171.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1139.jpg,Glaucoma,3,train
Glaucoma/Glaucoma454.jpg,Glaucoma,3,train
Glaucoma/Glaucoma125.jpg,Glaucoma,3,train
Glaucoma/Glaucoma141.jpg,Glaucoma,3,train
Myopia/Myopia78.jpg,Myopia,6,train
Glaucoma/Glaucoma712.jpg,Glaucoma,3,train
Healthy/Healthy626.jpg,Healthy,4,train
Diabetic Retinopathy/DR1129.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy768.jpg,Healthy,4,train
Healthy/Healthy953.jpg,Healthy,4,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR54.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Myopia/Myopia402.jpg,Myopia,6,train
Disc Edema/Disc Edema26.jpg,Disc Edema,2,train
Healthy/Healthy752.jpg,Healthy,4,train
Healthy/Healthy581.jpg,Healthy,4,train
Glaucoma/Glaucoma398.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR713.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1159.jpg,Glaucoma,3,train
Healthy/Healthy771.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment17.jpg,Retinal Detachment,7,train
Diabetic Retinopathy/DR28.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1163.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR475.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1062.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy615.jpg,Healthy,4,train
Myopia/Myopia196.jpg,Myopia,6,train
Retinitis Pigmentosa/Retinitis Pigmentosa84.jpg,Retinitis Pigmentosa,8,train
Healthy/Healthy549.jpg,Healthy,4,train
Glaucoma/Glaucoma12.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1424.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR100.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1210.jpg,Glaucoma,3,train
Macular Scar/Macular Scar248.jpg,Macular Scar,5,train
Healthy/Healthy579.jpg,Healthy,4,train
Myopia/Myopia179.jpg,Myopia,6,train
Myopia/Myopia315.jpg,Myopia,6,train
Healthy/Healthy1014.jpg,Healthy,4,train
Diabetic Retinopathy/DR1430.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma368.jpg,Glaucoma,3,train
Healthy/Healthy791.jpg,Healthy,4,train
Diabetic Retinopathy/DR873.jpg,Diabetic Retinopathy,1,train
Retinitis Pigmentosa/Retinitis Pigmentosa59.jpg,Retinitis Pigmentosa,8,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR14.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy951.jpg,Healthy,4,train
Diabetic Retinopathy/DR971.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma264.jpg,Glaucoma,3,train
Macular Scar/Macular Scar56.jpg,Macular Scar,5,train
Healthy/Healthy435.jpg,Healthy,4,train
Glaucoma/Glaucoma1328.jpg,Glaucoma,3,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR17.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy180.jpg,Healthy,4,train
Glaucoma/Glaucoma346.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR349.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma722.jpg,Glaucoma,3,train
Macular Scar/Macular Scar8.jpg,Macular Scar,5,train
Glaucoma/Glaucoma53.jpg,Glaucoma,3,train
Disc Edema/Disc Edema95.jpg,Disc Edema,2,train
Healthy/Healthy453.jpg,Healthy,4,train
Diabetic Retinopathy/DR1084.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR458.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR826.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma300.jpg,Glaucoma,3,train
Retinitis Pigmentosa/Retinitis Pigmentosa26.jpg,Retinitis Pigmentosa,8,train
Diabetic Retinopathy/DR69.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia428.jpg,Myopia,6,train
Diabetic Retinopathy/DR237.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1291.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma84.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1439.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma503.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR363.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma698.jpg,Glaucoma,3,train
Glaucoma/Glaucoma852.jpg,Glaucoma,3,train
Myopia/Myopia142.jpg,Myopia,6,train
Retinitis Pigmentosa/Retinitis Pigmentosa89.jpg,Retinitis Pigmentosa,8,train
Macular Scar/Macular Scar62.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR85.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia472.jpg,Myopia,6,train
Glaucoma/Glaucoma448.jpg,Glaucoma,3,train
Glaucoma/Glaucoma493.jpg,Glaucoma,3,train
Glaucoma/Glaucoma92.jpg,Glaucoma,3,train
Glaucoma/Glaucoma948.jpg,Glaucoma,3,train
Healthy/Healthy665.jpg,Healthy,4,train
Healthy/Healthy978.jpg,Healthy,4,train
Glaucoma/Glaucoma682.jpg,Glaucoma,3,train
Disc Edema/Disc Edema63.jpg,Disc Edema,2,train
Healthy/Healthy444.jpg,Healthy,4,train
Healthy/Healthy786.jpg,Healthy,4,train
Diabetic Retinopathy/DR265.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma97.jpg,Glaucoma,3,train
Glaucoma/Glaucoma465.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1153.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia46.jpg,Myopia,6,train
Diabetic Retinopathy/DR101.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma67.jpg,Glaucoma,3,train
Glaucoma/Glaucoma981.jpg,Glaucoma,3,train
Healthy/Healthy413.jpg,Healthy,4,train
Healthy/Healthy927.jpg,Healthy,4,train
Healthy/Healthy988.jpg,Healthy,4,train
Diabetic Retinopathy/DR1316.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar44.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR407.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy712.jpg,Healthy,4,train
Glaucoma/Glaucoma1247.jpg,Glaucoma,3,train
Macular Scar/Macular Scar225.jpg,Macular Scar,5,train
Retinal Detachment/Retinal Detachment22.jpg,Retinal Detachment,7,train
Glaucoma/Glaucoma1197.jpg,Glaucoma,3,train
Disc Edema/Disc Edema118.jpg,Disc Edema,2,train
Diabetic Retinopathy/DR868.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1168.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1019.jpg,Glaucoma,3,train
Glaucoma/Glaucoma349.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR465.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar392.jpg,Macular Scar,5,train
Glaucoma/Glaucoma230.jpg,Glaucoma,3,train
Healthy/Healthy664.jpg,Healthy,4,train
Diabetic Retinopathy/DR838.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1133.jpg,Glaucoma,3,train
Macular Scar/Macular Scar138.jpg,Macular Scar,5,train
Glaucoma/Glaucoma135.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR227.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia339.jpg,Myopia,6,train
Diabetic Retinopathy/DR228.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma168.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1050.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma762.jpg,Glaucoma,3,train
Glaucoma/Glaucoma142.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR860.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy244.jpg,Healthy,4,train
Glaucoma/Glaucoma805.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR424.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR455.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR87.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy1008.jpg,Healthy,4,train
Glaucoma/Glaucoma942.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1099.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar40.jpg,Macular Scar,5,train
Healthy/Healthy864.jpg,Healthy,4,train
Myopia/Myopia476.jpg,Myopia,6,train
Glaucoma/Glaucoma594.jpg,Glaucoma,3,train
Glaucoma/Glaucoma52.jpg,Glaucoma,3,train
Myopia/Myopia466.jpg,Myopia,6,train
Myopia/Myopia48.jpg,Myopia,6,train
Healthy/Healthy779.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment115.jpg,Retinal Detachment,7,train
Diabetic Retinopathy/DR1170.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR733.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy537.jpg,Healthy,4,train
Diabetic Retinopathy/DR763.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy740.jpg,Healthy,4,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR37.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy491.jpg,Healthy,4,train
Diabetic Retinopathy/DR210.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR6.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR566.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1066.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar369.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1157.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1307.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia146.jpg,Myopia,6,train
Glaucoma/Glaucoma807.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR202.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR466.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia356.jpg,Myopia,6,train
Healthy/Healthy678.jpg,Healthy,4,train
Diabetic Retinopathy/DR422.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia301.jpg,Myopia,6,train
Diabetic Retinopathy/DR613.jpg,Diabetic Retinopathy,1,train
Retinitis Pigmentosa/Retinitis Pigmentosa3.jpg,Retinitis Pigmentosa,8,train
Diabetic Retinopathy/DR1367.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy795.jpg,Healthy,4,train
Glaucoma/Glaucoma381.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1009.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR830.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy840.jpg,Healthy,4,train
Diabetic Retinopathy/DR1334.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar280.jpg,Macular Scar,5,train
Glaucoma/Glaucoma659.jpg,Glaucoma,3,train
Glaucoma/Glaucoma484.jpg,Glaucoma,3,train
Macular Scar/Macular Scar160.jpg,Macular Scar,5,train
Glaucoma/Glaucoma754.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR111.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR44.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1262.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR174.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1003.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy405.jpg,Healthy,4,train
Diabetic Retinopathy/DR1158.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR269.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR448.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar437.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR305.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar121.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR550.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR776.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1104.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR513.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy908.jpg,Healthy,4,train
Diabetic Retinopathy/DR1486.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar349.jpg,Macular Scar,5,train
Glaucoma/Glaucoma388.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1330.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1325.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia130.jpg,Myopia,6,train
Diabetic Retinopathy/DR864.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar2.jpg,Macular Scar,5,train
Healthy/Healthy892.jpg,Healthy,4,train
Healthy/Healthy781.jpg,Healthy,4,train
Diabetic Retinopathy/DR760.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma354.jpg,Glaucoma,3,train
Macular Scar/Macular Scar397.jpg,Macular Scar,5,train
Myopia/Myopia221.jpg,Myopia,6,train
Glaucoma/Glaucoma1230.jpg,Glaucoma,3,train
Macular Scar/Macular Scar131.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR577.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR296.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma367.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1296.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma829.jpg,Glaucoma,3,train
Glaucoma/Glaucoma25.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR482.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia94.jpg,Myopia,6,train
Macular Scar/Macular Scar67.jpg,Macular Scar,5,train
Glaucoma/Glaucoma792.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1287.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy556.jpg,Healthy,4,train
Glaucoma/Glaucoma516.jpg,Glaucoma,3,train
Healthy/Healthy81.jpg,Healthy,4,train
Myopia/Myopia323.jpg,Myopia,6,train
Macular Scar/Macular Scar441.jpg,Macular Scar,5,train
Healthy/Healthy88.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment81.jpg,Retinal Detachment,7,train
Myopia/Myopia465.jpg,Myopia,6,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR46.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Diabetic Retinopathy/DR846.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy958.jpg,Healthy,4,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR98.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy113.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment30.jpg,Retinal Detachment,7,train
Macular Scar/Macular Scar320.jpg,Macular Scar,5,train
Glaucoma/Glaucoma654.jpg,Glaucoma,3,train
Healthy/Healthy23.jpg,Healthy,4,train
Myopia/Myopia341.jpg,Myopia,6,train
Diabetic Retinopathy/DR936.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma366.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR982.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma975.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR385.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma147.jpg,Glaucoma,3,train
Disc Edema/Disc Edema114.jpg,Disc Edema,2,train
Myopia/Myopia152.jpg,Myopia,6,train
Diabetic Retinopathy/DR1251.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia125.jpg,Myopia,6,train
Diabetic Retinopathy/DR1115.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy601.jpg,Healthy,4,train
Healthy/Healthy6.jpg,Healthy,4,train
Glaucoma/Glaucoma1030.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1464.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma704.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1437.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy486.jpg,Healthy,4,train
Healthy/Healthy423.jpg,Healthy,4,train
Diabetic Retinopathy/DR926.jpg,Diabetic Retinopathy,1,train
Retinitis Pigmentosa/Retinitis Pigmentosa77.jpg,Retinitis Pigmentosa,8,train
Glaucoma/Glaucoma180.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR440.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar190.jpg,Macular Scar,5,train
Myopia/Myopia447.jpg,Myopia,6,train
Glaucoma/Glaucoma1084.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR1013.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1115.jpg,Glaucoma,3,train
Myopia/Myopia327.jpg,Myopia,6,train
Healthy/Healthy492.jpg,Healthy,4,train
Myopia/Myopia391.jpg,Myopia,6,train
Macular Scar/Macular Scar189.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR1456.jpg,Diabetic Retinopathy,1,train
Disc Edema/Disc Edema22.jpg,Disc Edema,2,train
Diabetic Retinopathy/DR848.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma280.jpg,Glaucoma,3,train
Healthy/Healthy70.jpg,Healthy,4,train
Myopia/Myopia131.jpg,Myopia,6,train
Diabetic Retinopathy/DR351.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia362.jpg,Myopia,6,train
Healthy/Healthy217.jpg,Healthy,4,train
Myopia/Myopia469.jpg,Myopia,6,train
Diabetic Retinopathy/DR379.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy534.jpg,Healthy,4,train
Diabetic Retinopathy/DR558.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy349.jpg,Healthy,4,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR48.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Glaucoma/Glaucoma1228.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR875.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma797.jpg,Glaucoma,3,train
Glaucoma/Glaucoma851.jpg,Glaucoma,3,train
Myopia/Myopia52.jpg,Myopia,6,train
Healthy/Healthy406.jpg,Healthy,4,train
Myopia/Myopia104.jpg,Myopia,6,train
Diabetic Retinopathy/DR967.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy368.jpg,Healthy,4,train
Macular Scar/Macular Scar80.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR102.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia474.jpg,Myopia,6,train
Diabetic Retinopathy/DR544.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1035.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1183.jpg,Glaucoma,3,train
Disc Edema/Disc Edema93.jpg,Disc Edema,2,train
Diabetic Retinopathy/DR283.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy360.jpg,Healthy,4,train
Retinal Detachment/Retinal Detachment7.jpg,Retinal Detachment,7,train
Healthy/Healthy746.jpg,Healthy,4,train
Macular Scar/Macular Scar332.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1195.jpg,Glaucoma,3,train
Healthy/Healthy980.jpg,Healthy,4,train
Diabetic Retinopathy/DR1102.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1129.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR570.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR968.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia239.jpg,Myopia,6,train
Macular Scar/Macular Scar393.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1171.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR641.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR1194.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy214.jpg,Healthy,4,train
Diabetic Retinopathy/DR1140.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy449.jpg,Healthy,4,train
Healthy/Healthy582.jpg,Healthy,4,train
Glaucoma/Glaucoma536.jpg,Glaucoma,3,train
Glaucoma/Glaucoma61.jpg,Glaucoma,3,train
Glaucoma/Glaucoma413.jpg,Glaucoma,3,train
Disc Edema/Disc Edema125.jpg,Disc Edema,2,train
Glaucoma/Glaucoma186.jpg,Glaucoma,3,train
Myopia/Myopia293.jpg,Myopia,6,train
Diabetic Retinopathy/DR1387.jpg,Diabetic Retinopathy,1,train
Healthy/Healthy67.jpg,Healthy,4,train
Healthy/Healthy852.jpg,Healthy,4,train
Glaucoma/Glaucoma900.jpg,Glaucoma,3,train
Central Serous Chorioretinopathy [Color Fundus]/CSCR9.jpg,Central Serous Chorioretinopathy [Color Fundus],0,train
Healthy/Healthy281.jpg,Healthy,4,train
Glaucoma/Glaucoma820.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1327.jpg,Glaucoma,3,train
Macular Scar/Macular Scar403.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1341.jpg,Glaucoma,3,train
Myopia/Myopia5.jpg,Myopia,6,train
Glaucoma/Glaucoma818.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR844.jpg,Diabetic Retinopathy,1,train
Diabetic Retinopathy/DR954.jpg,Diabetic Retinopathy,1,train
Myopia/Myopia280.jpg,Myopia,6,train
Glaucoma/Glaucoma278.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1216.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR718.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar368.jpg,Macular Scar,5,train
Glaucoma/Glaucoma1203.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR964.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma543.jpg,Glaucoma,3,train
Macular Scar/Macular Scar262.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR40.jpg,Diabetic Retinopathy,1,train
Macular Scar/Macular Scar39.jpg,Macular Scar,5,train
Diabetic Retinopathy/DR280.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma649.jpg,Glaucoma,3,train
Glaucoma/Glaucoma1060.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR248.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma1137.jpg,Glaucoma,3,train
Diabetic Retinopathy/DR956.jpg,Diabetic Retinopathy,1,train
Glaucoma/Glaucoma866.jpg,Glaucoma,3,train
Healthy/Healthy792.jpg,Healthy,4,train
